Gene stable ID,Goat gene stable ID,Goat homology type
ENSOARG00000015581,ENSCHIG00000008072,ortholog_one2one
ENSOARG00000015846,ENSCHIG00000022260,ortholog_one2one
ENSOARG00000016112,ENSCHIG00000000429,ortholog_one2one
ENSOARG00000016235,ENSCHIG00000001618,ortholog_one2one
ENSOARG00000016348,ENSCHIG00000019209,ortholog_one2one
ENSOARG00000016436,ENSCHIG00000000189,ortholog_one2one
ENSOARG00000016483,ENSCHIG00000022294,ortholog_one2one
ENSOARG00000016506,ENSCHIG00000026180,ortholog_one2one
ENSOARG00000016599,ENSCHIG00000009581,ortholog_one2many
ENSOARG00000016621,ENSCHIG00000008339,ortholog_one2one
ENSOARG00000016696,ENSCHIG00000016380,ortholog_one2one
ENSOARG00000000069,ENSCHIG00000012655,ortholog_one2one
ENSOARG00000000129,ENSCHIG00000011578,ortholog_one2one
ENSOARG00000000196,ENSCHIG00000014486,ortholog_one2one
ENSOARG00000000429,ENSCHIG00000014989,ortholog_one2one
ENSOARG00000000576,ENSCHIG00000010774,ortholog_one2one
ENSOARG00000000808,ENSCHIG00000018027,ortholog_one2one
ENSOARG00000000914,ENSCHIG00000005605,ortholog_one2one
ENSOARG00000000962,ENSCHIG00000024825,ortholog_one2one
ENSOARG00000001309,ENSCHIG00000016146,ortholog_one2one
ENSOARG00000001470,ENSCHIG00000005488,ortholog_one2one
ENSOARG00000001649,ENSCHIG00000014052,ortholog_one2one
ENSOARG00000001714,ENSCHIG00000014595,ortholog_one2one
ENSOARG00000001806,ENSCHIG00000019531,ortholog_one2one
ENSOARG00000001915,ENSCHIG00000009651,ortholog_one2one
ENSOARG00000002124,ENSCHIG00000018848,ortholog_one2one
ENSOARG00000002338,ENSCHIG00000023914,ortholog_one2one
ENSOARG00000002603,ENSCHIG00000021884,ortholog_one2one
ENSOARG00000002695,ENSCHIG00000008896,ortholog_one2one
ENSOARG00000002852,ENSCHIG00000008984,ortholog_one2one
ENSOARG00000002887,ENSCHIG00000021060,ortholog_one2one
ENSOARG00000003114,ENSCHIG00000008841,ortholog_one2one
ENSOARG00000003418,ENSCHIG00000013943,ortholog_one2one
ENSOARG00000024497,ENSCHIG00000001731,ortholog_one2one
ENSOARG00000003763,ENSCHIG00000010156,ortholog_one2one
ENSOARG00000003886,ENSCHIG00000017172,ortholog_one2one
ENSOARG00000004022,ENSCHIG00000012324,ortholog_one2one
ENSOARG00000023108,ENSCHIG00000005018,ortholog_one2one
ENSOARG00000004303,ENSCHIG00000022281,ortholog_one2one
ENSOARG00000022043,ENSCHIG00000003043,ortholog_one2one
ENSOARG00000004943,ENSCHIG00000016457,ortholog_one2one
ENSOARG00000022860,ENSCHIG00000002810,ortholog_one2one
ENSOARG00000005036,ENSCHIG00000016533,ortholog_one2one
ENSOARG00000022041,ENSCHIG00000000941,ortholog_one2one
ENSOARG00000005227,ENSCHIG00000013122,ortholog_one2one
ENSOARG00000022302,ENSCHIG00000003320,ortholog_one2one
ENSOARG00000005371,ENSCHIG00000021799,ortholog_one2one
ENSOARG00000005421,ENSCHIG00000015852,ortholog_one2one
ENSOARG00000005511,ENSCHIG00000012315,ortholog_one2one
ENSOARG00000005609,ENSCHIG00000026405,ortholog_one2one
ENSOARG00000005721,ENSCHIG00000017077,ortholog_one2one
ENSOARG00000006026,ENSCHIG00000009054,ortholog_one2one
ENSOARG00000006277,ENSCHIG00000013935,ortholog_one2one
ENSOARG00000006372,ENSCHIG00000008846,ortholog_one2one
ENSOARG00000020149,ENSCHIG00000017458,ortholog_one2many
ENSOARG00000006582,ENSCHIG00000022278,ortholog_one2one
ENSOARG00000006812,ENSCHIG00000009769,ortholog_one2one
ENSOARG00000007044,ENSCHIG00000014260,ortholog_one2one
ENSOARG00000007240,ENSCHIG00000022409,ortholog_one2one
ENSOARG00000007455,ENSCHIG00000026047,ortholog_one2one
ENSOARG00000007587,ENSCHIG00000001410,ortholog_one2many
ENSOARG00000007686,ENSCHIG00000020558,ortholog_one2one
ENSOARG00000025009,ENSCHIG00000001210,ortholog_one2one
ENSOARG00000007792,ENSCHIG00000025950,ortholog_one2one
ENSOARG00000007914,ENSCHIG00000018918,ortholog_one2one
ENSOARG00000024390,ENSCHIG00000004086,ortholog_one2one
ENSOARG00000024091,ENSCHIG00000004970,ortholog_one2one
ENSOARG00000022417,ENSCHIG00000002875,ortholog_one2one
ENSOARG00000021647,ENSCHIG00000001990,ortholog_one2one
ENSOARG00000008027,ENSCHIG00000013686,ortholog_one2one
ENSOARG00000008153,ENSCHIG00000009416,ortholog_one2one
ENSOARG00000020152,ENSCHIG00000025487,ortholog_one2many
ENSOARG00000021727,ENSCHIG00000001193,ortholog_one2one
ENSOARG00000008183,ENSCHIG00000021266,ortholog_one2one
ENSOARG00000008238,ENSCHIG00000027170,ortholog_one2one
ENSOARG00000008376,ENSCHIG00000012199,ortholog_one2one
ENSOARG00000008478,ENSCHIG00000025130,ortholog_one2one
ENSOARG00000008657,ENSCHIG00000013612,ortholog_one2one
ENSOARG00000022896,ENSCHIG00000001092,ortholog_one2one
ENSOARG00000008715,ENSCHIG00000023315,ortholog_one2one
ENSOARG00000008825,ENSCHIG00000020741,ortholog_one2one
ENSOARG00000008916,ENSCHIG00000024616,ortholog_one2one
ENSOARG00000009072,ENSCHIG00000021860,ortholog_one2one
ENSOARG00000009158,ENSCHIG00000010204,ortholog_one2one
ENSOARG00000009412,ENSCHIG00000019075,ortholog_one2one
ENSOARG00000009635,ENSCHIG00000009014,ortholog_one2one
ENSOARG00000009876,ENSCHIG00000012316,ortholog_one2one
ENSOARG00000009923,ENSCHIG00000021369,ortholog_one2one
ENSOARG00000009978,ENSCHIG00000015381,ortholog_one2one
ENSOARG00000010104,ENSCHIG00000006384,ortholog_one2one
ENSOARG00000010247,ENSCHIG00000021918,ortholog_one2one
ENSOARG00000010486,ENSCHIG00000011497,ortholog_one2one
ENSOARG00000010554,ENSCHIG00000011058,ortholog_one2one
ENSOARG00000010773,ENSCHIG00000011014,ortholog_one2one
ENSOARG00000010832,ENSCHIG00000012277,ortholog_one2one
ENSOARG00000010948,ENSCHIG00000018920,ortholog_one2one
ENSOARG00000020159,ENSCHIG00000027062,ortholog_one2one
ENSOARG00000020165,ENSCHIG00000019817,ortholog_one2one
ENSOARG00000011053,ENSCHIG00000011424,ortholog_one2one
ENSOARG00000011105,ENSCHIG00000026116,ortholog_one2one
ENSOARG00000020168,ENSCHIG00000011893,ortholog_one2one
ENSOARG00000011169,ENSCHIG00000010420,ortholog_one2one
ENSOARG00000011206,ENSCHIG00000018290,ortholog_one2one
ENSOARG00000011310,ENSCHIG00000011570,ortholog_one2one
ENSOARG00000011884,ENSCHIG00000013822,ortholog_one2one
ENSOARG00000012797,ENSCHIG00000018094,ortholog_one2one
ENSOARG00000012894,ENSCHIG00000013718,ortholog_one2one
ENSOARG00000012926,ENSCHIG00000017174,ortholog_one2one
ENSOARG00000013030,ENSCHIG00000024410,ortholog_one2one
ENSOARG00000013119,ENSCHIG00000023177,ortholog_one2one
ENSOARG00000013197,ENSCHIG00000011128,ortholog_one2one
ENSOARG00000022362,ENSCHIG00000002305,ortholog_one2one
ENSOARG00000024845,ENSCHIG00000003020,ortholog_one2one
ENSOARG00000013228,ENSCHIG00000024195,ortholog_one2one
ENSOARG00000013407,ENSCHIG00000013632,ortholog_one2one
ENSOARG00000013520,ENSCHIG00000015420,ortholog_one2one
ENSOARG00000013523,ENSCHIG00000027047,ortholog_one2one
ENSOARG00000013632,ENSCHIG00000017614,ortholog_one2one
ENSOARG00000020172,ENSCHIG00000010898,ortholog_one2one
ENSOARG00000013762,ENSCHIG00000023230,ortholog_one2one
ENSOARG00000013787,ENSCHIG00000016415,ortholog_one2one
ENSOARG00000013873,ENSCHIG00000006425,ortholog_one2one
ENSOARG00000013906,ENSCHIG00000022556,ortholog_one2many
ENSOARG00000013906,ENSCHIG00000025515,ortholog_one2many
ENSOARG00000013994,ENSCHIG00000009109,ortholog_one2one
ENSOARG00000014089,ENSCHIG00000008708,ortholog_one2one
ENSOARG00000020176,ENSCHIG00000020928,ortholog_one2one
ENSOARG00000014406,ENSCHIG00000012863,ortholog_one2one
ENSOARG00000014466,ENSCHIG00000023378,ortholog_one2one
ENSOARG00000014613,ENSCHIG00000013976,ortholog_one2one
ENSOARG00000014778,ENSCHIG00000022450,ortholog_one2one
ENSOARG00000014889,ENSCHIG00000020178,ortholog_one2one
ENSOARG00000023724,ENSCHIG00000008774,ortholog_one2one
ENSOARG00000021574,ENSCHIG00000008810,ortholog_one2one
ENSOARG00000020180,ENSCHIG00000011697,ortholog_one2one
ENSOARG00000014951,ENSCHIG00000000623,ortholog_one2one
ENSOARG00000014997,ENSCHIG00000013735,ortholog_one2one
ENSOARG00000015038,ENSCHIG00000020829,ortholog_one2one
ENSOARG00000015216,ENSCHIG00000024910,ortholog_one2one
ENSOARG00000020184,ENSCHIG00000023682,ortholog_one2one
ENSOARG00000021816,ENSCHIG00000005782,ortholog_one2one
ENSOARG00000015243,ENSCHIG00000012443,ortholog_one2one
ENSOARG00000020188,ENSCHIG00000025189,ortholog_one2one
ENSOARG00000024287,ENSCHIG00000003233,ortholog_one2many
ENSOARG00000015346,ENSCHIG00000016275,ortholog_one2one
ENSOARG00000015464,ENSCHIG00000012643,ortholog_one2one
ENSOARG00000015568,ENSCHIG00000017671,ortholog_one2one
ENSOARG00000015741,ENSCHIG00000015908,ortholog_one2one
ENSOARG00000015885,ENSCHIG00000024631,ortholog_one2one
ENSOARG00000024450,ENSCHIG00000006518,ortholog_one2one
ENSOARG00000023353,ENSCHIG00000003261,ortholog_one2one
ENSOARG00000016001,ENSCHIG00000019407,ortholog_one2one
ENSOARG00000016046,ENSCHIG00000020374,ortholog_one2one
ENSOARG00000016176,ENSCHIG00000011729,ortholog_one2one
ENSOARG00000022786,ENSCHIG00000005046,ortholog_one2many
ENSOARG00000016456,ENSCHIG00000012139,ortholog_one2one
ENSOARG00000016594,ENSCHIG00000027073,ortholog_one2one
ENSOARG00000020192,ENSCHIG00000025946,ortholog_one2one
ENSOARG00000021795,ENSCHIG00000005177,ortholog_one2one
ENSOARG00000016708,ENSCHIG00000012560,ortholog_one2one
ENSOARG00000024834,ENSCHIG00000008815,ortholog_one2one
ENSOARG00000016793,ENSCHIG00000009898,ortholog_one2one
ENSOARG00000016843,ENSCHIG00000026720,ortholog_one2one
ENSOARG00000016882,ENSCHIG00000026460,ortholog_one2one
ENSOARG00000020197,ENSCHIG00000012908,ortholog_one2one
ENSOARG00000016940,ENSCHIG00000020142,ortholog_one2many
ENSOARG00000024014,ENSCHIG00000009530,ortholog_one2one
ENSOARG00000016973,ENSCHIG00000010726,ortholog_one2one
ENSOARG00000017011,ENSCHIG00000012833,ortholog_one2one
ENSOARG00000023851,ENSCHIG00000005563,ortholog_one2one
ENSOARG00000017043,ENSCHIG00000020941,ortholog_one2one
ENSOARG00000017075,ENSCHIG00000022918,ortholog_one2one
ENSOARG00000017134,ENSCHIG00000016873,ortholog_one2one
ENSOARG00000017170,ENSCHIG00000020170,ortholog_one2one
ENSOARG00000017309,ENSCHIG00000023758,ortholog_one2one
ENSOARG00000017316,ENSCHIG00000014432,ortholog_one2one
ENSOARG00000017391,ENSCHIG00000010353,ortholog_one2one
ENSOARG00000017417,ENSCHIG00000009141,ortholog_one2one
ENSOARG00000017527,ENSCHIG00000017994,ortholog_one2one
ENSOARG00000017570,ENSCHIG00000010815,ortholog_one2one
ENSOARG00000017663,ENSCHIG00000022375,ortholog_one2one
ENSOARG00000017761,ENSCHIG00000010272,ortholog_one2one
ENSOARG00000017825,ENSCHIG00000021932,ortholog_one2one
ENSOARG00000017914,ENSCHIG00000022620,ortholog_one2one
ENSOARG00000025083,ENSCHIG00000003652,ortholog_one2one
ENSOARG00000000178,ENSCHIG00000010584,ortholog_one2one
ENSOARG00000000428,ENSCHIG00000020229,ortholog_one2one
ENSOARG00000023204,ENSCHIG00000004114,ortholog_one2one
ENSOARG00000000745,ENSCHIG00000023489,ortholog_one2one
ENSOARG00000001185,ENSCHIG00000012007,ortholog_one2one
ENSOARG00000001646,ENSCHIG00000023102,ortholog_one2one
ENSOARG00000014483,ENSCHIG00000023350,ortholog_one2one
ENSOARG00000002489,ENSCHIG00000016484,ortholog_one2one
ENSOARG00000003097,ENSCHIG00000002674,ortholog_one2one
ENSOARG00000003329,ENSCHIG00000026729,ortholog_one2one
ENSOARG00000003495,ENSCHIG00000022073,ortholog_one2one
ENSOARG00000003528,ENSCHIG00000009297,ortholog_one2one
ENSOARG00000003779,ENSCHIG00000010895,ortholog_one2one
ENSOARG00000024741,ENSCHIG00000002584,ortholog_one2one
ENSOARG00000003944,ENSCHIG00000008547,ortholog_one2one
ENSOARG00000004110,ENSCHIG00000012018,ortholog_one2one
ENSOARG00000004291,ENSCHIG00000015828,ortholog_one2one
ENSOARG00000022979,ENSCHIG00000008743,ortholog_one2one
ENSOARG00000004513,ENSCHIG00000022001,ortholog_one2one
ENSOARG00000004844,ENSCHIG00000013609,ortholog_one2one
ENSOARG00000014508,ENSCHIG00000022780,ortholog_one2many
ENSOARG00000005124,ENSCHIG00000012691,ortholog_one2one
ENSOARG00000014544,ENSCHIG00000023691,ortholog_one2one
ENSOARG00000024315,ENSCHIG00000005719,ortholog_one2one
ENSOARG00000005381,ENSCHIG00000011775,ortholog_one2one
ENSOARG00000005503,ENSCHIG00000025814,ortholog_one2one
ENSOARG00000005546,ENSCHIG00000022018,ortholog_one2one
ENSOARG00000005681,ENSCHIG00000020888,ortholog_one2many
ENSOARG00000005681,ENSCHIG00000008256,ortholog_one2many
ENSOARG00000005790,ENSCHIG00000016596,ortholog_one2one
ENSOARG00000006011,ENSCHIG00000012254,ortholog_one2one
ENSOARG00000006099,ENSCHIG00000025248,ortholog_one2one
ENSOARG00000006337,ENSCHIG00000019890,ortholog_one2one
ENSOARG00000006376,ENSCHIG00000012530,ortholog_one2one
ENSOARG00000022271,ENSCHIG00000003145,ortholog_one2one
ENSOARG00000006447,ENSCHIG00000017967,ortholog_one2one
ENSOARG00000006562,ENSCHIG00000006756,ortholog_one2one
ENSOARG00000006730,ENSCHIG00000016089,ortholog_one2one
ENSOARG00000006897,ENSCHIG00000016652,ortholog_one2one
ENSOARG00000007140,ENSCHIG00000001150,ortholog_one2one
ENSOARG00000025088,ENSCHIG00000003439,ortholog_one2one
ENSOARG00000007353,ENSCHIG00000017123,ortholog_one2one
ENSOARG00000014583,ENSCHIG00000011681,ortholog_one2one
ENSOARG00000022063,ENSCHIG00000006180,ortholog_one2one
ENSOARG00000024242,ENSCHIG00000003207,ortholog_one2many
ENSOARG00000007482,ENSCHIG00000012572,ortholog_one2one
ENSOARG00000023704,ENSCHIG00000003031,ortholog_one2one
ENSOARG00000007520,ENSCHIG00000022780,ortholog_one2many
ENSOARG00000007685,ENSCHIG00000022396,ortholog_one2one
ENSOARG00000007883,ENSCHIG00000013214,ortholog_one2one
ENSOARG00000024015,ENSCHIG00000003812,ortholog_one2one
ENSOARG00000007950,ENSCHIG00000014257,ortholog_one2one
ENSOARG00000008063,ENSCHIG00000021515,ortholog_one2one
ENSOARG00000008295,ENSCHIG00000016090,ortholog_one2one
ENSOARG00000008508,ENSCHIG00000008950,ortholog_one2one
ENSOARG00000008772,ENSCHIG00000009329,ortholog_one2one
ENSOARG00000008858,ENSCHIG00000005882,ortholog_one2one
ENSOARG00000008976,ENSCHIG00000022058,ortholog_one2one
ENSOARG00000009116,ENSCHIG00000017466,ortholog_one2one
ENSOARG00000009210,ENSCHIG00000013859,ortholog_one2one
ENSOARG00000009344,ENSCHIG00000008262,ortholog_one2one
ENSOARG00000009384,ENSCHIG00000023180,ortholog_one2one
ENSOARG00000009469,ENSCHIG00000020448,ortholog_one2one
ENSOARG00000009525,ENSCHIG00000017255,ortholog_one2one
ENSOARG00000009590,ENSCHIG00000014341,ortholog_one2one
ENSOARG00000024927,ENSCHIG00000005756,ortholog_one2one
ENSOARG00000009722,ENSCHIG00000024689,ortholog_one2one
ENSOARG00000009798,ENSCHIG00000021598,ortholog_one2one
ENSOARG00000009854,ENSCHIG00000009348,ortholog_one2one
ENSOARG00000010177,ENSCHIG00000009165,ortholog_one2one
ENSOARG00000010227,ENSCHIG00000024278,ortholog_one2one
ENSOARG00000010359,ENSCHIG00000010634,ortholog_one2one
ENSOARG00000010483,ENSCHIG00000019828,ortholog_one2one
ENSOARG00000010674,ENSCHIG00000011690,ortholog_one2one
ENSOARG00000010810,ENSCHIG00000015490,ortholog_one2one
ENSOARG00000021323,ENSCHIG00000004666,ortholog_one2one
ENSOARG00000011267,ENSCHIG00000012588,ortholog_one2one
ENSOARG00000024399,ENSCHIG00000004407,ortholog_one2one
ENSOARG00000011921,ENSCHIG00000023606,ortholog_one2one
ENSOARG00000011963,ENSCHIG00000006323,ortholog_one2one
ENSOARG00000012018,ENSCHIG00000026780,ortholog_one2one
ENSOARG00000012091,ENSCHIG00000012764,ortholog_one2many
ENSOARG00000012091,ENSCHIG00000011788,ortholog_one2many
ENSOARG00000013110,ENSCHIG00000011818,ortholog_one2one
ENSOARG00000014426,ENSCHIG00000027249,ortholog_one2one
ENSOARG00000014552,ENSCHIG00000021032,ortholog_one2one
ENSOARG00000014596,ENSCHIG00000008377,ortholog_one2one
ENSOARG00000014599,ENSCHIG00000020722,ortholog_one2one
ENSOARG00000014786,ENSCHIG00000004339,ortholog_one2one
ENSOARG00000021835,ENSCHIG00000003059,ortholog_one2one
ENSOARG00000015039,ENSCHIG00000020360,ortholog_one2one
ENSOARG00000015100,ENSCHIG00000015819,ortholog_one2one
ENSOARG00000015208,ENSCHIG00000024017,ortholog_one2one
ENSOARG00000015316,ENSCHIG00000020362,ortholog_one2one
ENSOARG00000015495,ENSCHIG00000015764,ortholog_one2one
ENSOARG00000021531,ENSCHIG00000003762,ortholog_one2one
ENSOARG00000015579,ENSCHIG00000011346,ortholog_one2one
ENSOARG00000015650,ENSCHIG00000025287,ortholog_one2one
ENSOARG00000015726,ENSCHIG00000021137,ortholog_one2one
ENSOARG00000015979,ENSCHIG00000013804,ortholog_one2one
ENSOARG00000016227,ENSCHIG00000020556,ortholog_one2one
ENSOARG00000016387,ENSCHIG00000015415,ortholog_one2one
ENSOARG00000016509,ENSCHIG00000012791,ortholog_one2one
ENSOARG00000016622,ENSCHIG00000017240,ortholog_one2one
ENSOARG00000016701,ENSCHIG00000006946,ortholog_one2one
ENSOARG00000023752,ENSCHIG00000005374,ortholog_one2many
ENSOARG00000016832,ENSCHIG00000017966,ortholog_one2one
ENSOARG00000016993,ENSCHIG00000022939,ortholog_one2one
ENSOARG00000017131,ENSCHIG00000017034,ortholog_one2one
ENSOARG00000017172,ENSCHIG00000024723,ortholog_one2one
ENSOARG00000017554,ENSCHIG00000020937,ortholog_one2one
ENSOARG00000018014,ENSCHIG00000022467,ortholog_one2one
ENSOARG00000018120,ENSCHIG00000008263,ortholog_one2one
ENSOARG00000018325,ENSCHIG00000017724,ortholog_one2one
ENSOARG00000024169,ENSCHIG00000003429,ortholog_one2one
ENSOARG00000024119,ENSCHIG00000005348,ortholog_one2one
ENSOARG00000022444,ENSCHIG00000003091,ortholog_one2one
ENSOARG00000018582,ENSCHIG00000007167,ortholog_one2one
ENSOARG00000000095,ENSCHIG00000023714,ortholog_one2one
ENSOARG00000000452,ENSCHIG00000014508,ortholog_one2one
ENSOARG00000000903,ENSCHIG00000020276,ortholog_one2one
ENSOARG00000001013,ENSCHIG00000014198,ortholog_one2one
ENSOARG00000001261,ENSCHIG00000018545,ortholog_one2one
ENSOARG00000001480,ENSCHIG00000007790,ortholog_one2one
ENSOARG00000001577,ENSCHIG00000008303,ortholog_one2one
ENSOARG00000001692,ENSCHIG00000013238,ortholog_one2one
ENSOARG00000002300,ENSCHIG00000022299,ortholog_one2one
ENSOARG00000023870,ENSCHIG00000008570,ortholog_one2one
ENSOARG00000021235,ENSCHIG00000001243,ortholog_one2one
ENSOARG00000014618,ENSCHIG00000014120,ortholog_many2many
ENSOARG00000014618,ENSCHIG00000009722,ortholog_many2many
ENSOARG00000002902,ENSCHIG00000019458,ortholog_one2one
ENSOARG00000003080,ENSCHIG00000010771,ortholog_one2one
ENSOARG00000014656,ENSCHIG00000004644,ortholog_one2one
ENSOARG00000003274,ENSCHIG00000015486,ortholog_one2one
ENSOARG00000003457,ENSCHIG00000017066,ortholog_one2many
ENSOARG00000003510,ENSCHIG00000017066,ortholog_one2many
ENSOARG00000003535,ENSCHIG00000021324,ortholog_one2one
ENSOARG00000022164,ENSCHIG00000006715,ortholog_one2one
ENSOARG00000003814,ENSCHIG00000022338,ortholog_one2one
ENSOARG00000022141,ENSCHIG00000001464,ortholog_one2one
ENSOARG00000004350,ENSCHIG00000020299,ortholog_one2one
ENSOARG00000004616,ENSCHIG00000012579,ortholog_one2one
ENSOARG00000014670,ENSCHIG00000008528,ortholog_one2one
ENSOARG00000004645,ENSCHIG00000008475,ortholog_one2one
ENSOARG00000004737,ENSCHIG00000013387,ortholog_one2one
ENSOARG00000004813,ENSCHIG00000015573,ortholog_one2one
ENSOARG00000005028,ENSCHIG00000015566,ortholog_one2one
ENSOARG00000005313,ENSCHIG00000009830,ortholog_one2many
ENSOARG00000005495,ENSCHIG00000013644,ortholog_one2one
ENSOARG00000005563,ENSCHIG00000019581,ortholog_one2one
ENSOARG00000024443,ENSCHIG00000008707,ortholog_one2one
ENSOARG00000005669,ENSCHIG00000025987,ortholog_one2one
ENSOARG00000014688,ENSCHIG00000009121,ortholog_one2one
ENSOARG00000005919,ENSCHIG00000014016,ortholog_one2one
ENSOARG00000022430,ENSCHIG00000003157,ortholog_one2one
ENSOARG00000006070,ENSCHIG00000009037,ortholog_one2one
ENSOARG00000006180,ENSCHIG00000022720,ortholog_one2one
ENSOARG00000006512,ENSCHIG00000014183,ortholog_one2one
ENSOARG00000006836,ENSCHIG00000020474,ortholog_one2one
ENSOARG00000007042,ENSCHIG00000014128,ortholog_one2one
ENSOARG00000007416,ENSCHIG00000015977,ortholog_one2one
ENSOARG00000007691,ENSCHIG00000008230,ortholog_one2one
ENSOARG00000007839,ENSCHIG00000008651,ortholog_one2one
ENSOARG00000008009,ENSCHIG00000012379,ortholog_one2one
ENSOARG00000008160,ENSCHIG00000001629,ortholog_one2one
ENSOARG00000008216,ENSCHIG00000021127,ortholog_one2one
ENSOARG00000008459,ENSCHIG00000015650,ortholog_one2one
ENSOARG00000008848,ENSCHIG00000000373,ortholog_one2many
ENSOARG00000008848,ENSCHIG00000023975,ortholog_one2many
ENSOARG00000022017,ENSCHIG00000005005,ortholog_one2one
ENSOARG00000009003,ENSCHIG00000008695,ortholog_one2one
ENSOARG00000009084,ENSCHIG00000014084,ortholog_one2one
ENSOARG00000009573,ENSCHIG00000016301,ortholog_one2one
ENSOARG00000009869,ENSCHIG00000016924,ortholog_one2one
ENSOARG00000010089,ENSCHIG00000015234,ortholog_one2one
ENSOARG00000010186,ENSCHIG00000011393,ortholog_one2one
ENSOARG00000010236,ENSCHIG00000015622,ortholog_one2one
ENSOARG00000010333,ENSCHIG00000021026,ortholog_one2one
ENSOARG00000010508,ENSCHIG00000013816,ortholog_one2one
ENSOARG00000010803,ENSCHIG00000011173,ortholog_one2one
ENSOARG00000010973,ENSCHIG00000026429,ortholog_one2one
ENSOARG00000011197,ENSCHIG00000018544,ortholog_one2one
